,time,Alleymultiproxy
667,-426.19499999999994,-1.2028020086083195
668,-417.837,-1.1768020086083197
669,-409.8030000000001,-1.18280200860832
670,-402.0920000000001,-1.2058020086083197
671,-393.7049999999999,-1.2348020086083196
672,-385.13699999999994,-1.256802008608318
673,-377.25199999999995,-1.2448020086083211
674,-369.3599999999999,-1.2448020086083211
675,-361.64200000000005,-1.251802008608319
676,-354.1869999999999,-1.268802008608322
677,-346.279,-1.3008020086083185
678,-338.47900000000004,-1.3488020086083203
679,-330.19900000000007,-1.3488020086083203
680,-322.11400000000003,-1.353802008608323
681,-314.683,-1.2978020086083184
682,-307.30600000000004,-1.2768020086083176
683,-299.8800000000001,-1.2648020086083172
684,-292.5229999999999,-1.265802008608322
685,-292.5229999999999,-1.251802008608319
686,-284.12200000000007,-1.2638020086083195
687,-275.943,-1.2908020086083205
688,-268.471,-1.3358020086083222
689,-261.28700000000003,-1.3448020086083226
690,-253.461,-1.2978020086083184
691,-245.663,-1.27580200860832
692,-238.5619999999999,-1.2848020086083203
693,-231.05600000000004,-1.2898020086083228
694,-223.06799999999998,-1.288802008608318
695,-215.3040000000001,-1.2768020086083176
696,-208.106,-1.2838020086083226
