Site,Age (yr bp1950),T annual anom (oC),
NGRIP,330,-0.341,
NGRIP,340,-0.273,
NGRIP,350,-0.211,
NGRIP,360,-0.161,
NGRIP,370,-0.114,
NGRIP,380,-0.057,
NGRIP,390,0.011,
NGRIP,400,0.073,
NGRIP,410,0.114,
NGRIP,420,0.134,
NGRIP,430,0.145,
NGRIP,440,0.156,
NGRIP,450,0.180,
NGRIP,460,0.223,
NGRIP,470,0.288,
NGRIP,480,0.368,
NGRIP,490,0.446,
NGRIP,500,0.504,
NGRIP,510,0.539,
NGRIP,520,0.560,
NGRIP,530,0.577,
NGRIP,540,0.591,
NGRIP,550,0.587,
NGRIP,560,0.552,
NGRIP,570,0.485,
NGRIP,580,0.396,
NGRIP,590,0.303,
NGRIP,600,0.222,
NGRIP,610,0.159,
NGRIP,620,0.108,
NGRIP,630,0.056,
NGRIP,640,-0.004,
NGRIP,650,-0.066,
NGRIP,660,-0.115,
NGRIP,670,-0.136,
NGRIP,680,-0.119,
NGRIP,690,-0.079,
NGRIP,700,-0.036,
NGRIP,710,-0.014,
NGRIP,720,-0.026,
NGRIP,730,-0.065,
NGRIP,740,-0.107,
NGRIP,750,-0.131,
NGRIP,760,-0.138,
NGRIP,770,-0.135,
NGRIP,780,-0.129,
NGRIP,790,-0.122,
NGRIP,800,-0.113,
NGRIP,810,-0.103,
NGRIP,820,-0.093,
NGRIP,830,-0.084,
NGRIP,840,-0.083,
NGRIP,850,-0.096,
NGRIP,860,-0.116,
NGRIP,870,-0.129,
NGRIP,880,-0.122,
NGRIP,890,-0.093,
NGRIP,900,-0.048,
NGRIP,910,0.008,
NGRIP,920,0.072,
NGRIP,930,0.143,
NGRIP,940,0.222,
NGRIP,950,0.314,
NGRIP,960,0.415,
NGRIP,970,0.513,
NGRIP,980,0.590,
NGRIP,990,0.630,
NGRIP,1000,0.629,
NGRIP,1010,0.587,
NGRIP,1020,0.510,
NGRIP,1030,0.408,
NGRIP,1040,0.296,
NGRIP,1050,0.182,
NGRIP,1060,0.072,
NGRIP,1070,-0.029,
NGRIP,1080,-0.112,
NGRIP,1090,-0.169,
NGRIP,1100,-0.195,
NGRIP,1110,-0.188,
NGRIP,1120,-0.151,
NGRIP,1130,-0.093,
NGRIP,1140,-0.024,
NGRIP,1150,0.045,
NGRIP,1160,0.109,
NGRIP,1170,0.167,
NGRIP,1180,0.218,
NGRIP,1190,0.260,
NGRIP,1200,0.294,
NGRIP,1210,0.330,
NGRIP,1220,0.376,
NGRIP,1230,0.431,
NGRIP,1240,0.486,
NGRIP,1250,0.528,
NGRIP,1260,0.554,
NGRIP,1270,0.566,
NGRIP,1280,0.574,
NGRIP,1290,0.583,
NGRIP,1300,0.597,
NGRIP,1310,0.617,
NGRIP,1320,0.649,
NGRIP,1330,0.685,
NGRIP,1340,0.707,
NGRIP,1350,0.701,
NGRIP,1360,0.667,
NGRIP,1370,0.610,
NGRIP,1380,0.538,
NGRIP,1390,0.460,
NGRIP,1400,0.384,
NGRIP,1410,0.311,
NGRIP,1420,0.236,
NGRIP,1430,0.154,
NGRIP,1440,0.063,
NGRIP,1450,-0.028,
NGRIP,1460,-0.096,
NGRIP,1470,-0.119,
NGRIP,1480,-0.078,
NGRIP,1490,0.025,
NGRIP,1500,0.170,
NGRIP,1510,0.316,
NGRIP,1520,0.427,
NGRIP,1530,0.493,
NGRIP,1540,0.519,
NGRIP,1550,0.516,
NGRIP,1560,0.494,
NGRIP,1570,0.462,
NGRIP,1580,0.413,
NGRIP,1590,0.338,
NGRIP,1600,0.237,
NGRIP,1610,0.118,
NGRIP,1620,-0.004,
NGRIP,1630,-0.109,
NGRIP,1640,-0.187,
NGRIP,1650,-0.237,
NGRIP,1660,-0.268,
NGRIP,1670,-0.285,
NGRIP,1680,-0.296,
NGRIP,1690,-0.306,
NGRIP,1700,-0.315,
NGRIP,1710,-0.319,
NGRIP,1720,-0.311,
NGRIP,1730,-0.290,
NGRIP,1740,-0.260,
NGRIP,1750,-0.220,
NGRIP,1760,-0.159,
NGRIP,1770,-0.059,
NGRIP,1780,0.082,
NGRIP,1790,0.249,
NGRIP,1800,0.431,
NGRIP,1810,0.616,
NGRIP,1820,0.795,
NGRIP,1830,0.961,
NGRIP,1840,1.106,
NGRIP,1850,1.221,
NGRIP,1860,1.297,
NGRIP,1870,1.332,
NGRIP,1880,1.332,
NGRIP,1890,1.307,
NGRIP,1900,1.268,
NGRIP,1910,1.217,
NGRIP,1920,1.152,
NGRIP,1930,1.076,
NGRIP,1940,0.993,
NGRIP,1950,0.911,
NGRIP,1960,0.839,
NGRIP,1970,0.790,
NGRIP,1980,0.773,
NGRIP,1990,0.780,
NGRIP,2000,0.796,
NGRIP,2010,0.801,
NGRIP,2020,0.787,
NGRIP,2030,0.748,
NGRIP,2040,0.680,
NGRIP,2050,0.579,
NGRIP,2060,0.450,
NGRIP,2070,0.306,
NGRIP,2080,0.160,
NGRIP,2090,0.023,
NGRIP,2100,-0.098,
NGRIP,2110,-0.194,
NGRIP,2120,-0.252,
NGRIP,2130,-0.263,
NGRIP,2140,-0.224,
NGRIP,2150,-0.134,
NGRIP,2160,0.000,
NGRIP,2170,0.165,
NGRIP,2180,0.347,
NGRIP,2190,0.534,
NGRIP,2200,0.714,
NGRIP,2210,0.873,
NGRIP,2220,0.994,
NGRIP,2230,1.073,
NGRIP,2240,1.111,
NGRIP,2250,1.112,
NGRIP,2260,1.081,
NGRIP,2270,1.028,
NGRIP,2280,0.965,
NGRIP,2290,0.908,
NGRIP,2300,0.871,
NGRIP,2310,0.856,
NGRIP,2320,0.855,
NGRIP,2330,0.849,
NGRIP,2340,0.821,
NGRIP,2350,0.761,
NGRIP,2360,0.672,
NGRIP,2370,0.567,
NGRIP,2380,0.454,
NGRIP,2390,0.341,
NGRIP,2400,0.235,
NGRIP,2410,0.141,
NGRIP,2420,0.057,
NGRIP,2430,-0.012,
NGRIP,2440,-0.059,
NGRIP,2450,-0.073,
NGRIP,2460,-0.051,
NGRIP,2470,0.001,
NGRIP,2480,0.078,
NGRIP,2490,0.172,
NGRIP,2500,0.265,
NGRIP,2510,0.343,
NGRIP,2520,0.397,
NGRIP,2530,0.428,
NGRIP,2540,0.438,
NGRIP,2550,0.425,
NGRIP,2560,0.392,
NGRIP,2570,0.347,
NGRIP,2580,0.299,
NGRIP,2590,0.254,
NGRIP,2600,0.218,
NGRIP,2610,0.199,
NGRIP,2620,0.200,
NGRIP,2630,0.218,
NGRIP,2640,0.251,
NGRIP,2650,0.298,
NGRIP,2660,0.358,
NGRIP,2670,0.425,
NGRIP,2680,0.495,
NGRIP,2690,0.568,
NGRIP,2700,0.648,
NGRIP,2710,0.737,
NGRIP,2720,0.828,
NGRIP,2730,0.905,
NGRIP,2740,0.953,
NGRIP,2750,0.966,
NGRIP,2760,0.948,
NGRIP,2770,0.910,
NGRIP,2780,0.865,
NGRIP,2790,0.825,
NGRIP,2800,0.802,
NGRIP,2810,0.807,
NGRIP,2820,0.838,
NGRIP,2830,0.888,
NGRIP,2840,0.945,
NGRIP,2850,1.005,
NGRIP,2860,1.066,
NGRIP,2870,1.134,
NGRIP,2880,1.204,
NGRIP,2890,1.263,
NGRIP,2900,1.294,
NGRIP,2910,1.287,
NGRIP,2920,1.244,
NGRIP,2930,1.175,
NGRIP,2940,1.090,
NGRIP,2950,0.995,
NGRIP,2960,0.898,
NGRIP,2970,0.809,
NGRIP,2980,0.737,
NGRIP,2990,0.689,
NGRIP,3000,0.663,
NGRIP,3010,0.655,
NGRIP,3020,0.660,
NGRIP,3030,0.675,
NGRIP,3040,0.703,
NGRIP,3050,0.742,
NGRIP,3060,0.780,
NGRIP,3070,0.805,
NGRIP,3080,0.812,
NGRIP,3090,0.804,
NGRIP,3100,0.787,
NGRIP,3110,0.766,
NGRIP,3120,0.739,
NGRIP,3130,0.702,
NGRIP,3140,0.656,
NGRIP,3150,0.602,
NGRIP,3160,0.543,
NGRIP,3170,0.480,
NGRIP,3180,0.420,
NGRIP,3190,0.377,
NGRIP,3200,0.365,
NGRIP,3210,0.398,
NGRIP,3220,0.469,
NGRIP,3230,0.556,
NGRIP,3240,0.632,
NGRIP,3250,0.686,
NGRIP,3260,0.727,
NGRIP,3270,0.772,
NGRIP,3280,0.836,
NGRIP,3290,0.914,
NGRIP,3300,0.995,
NGRIP,3310,1.064,
NGRIP,3320,1.108,
NGRIP,3330,1.117,
NGRIP,3340,1.086,
NGRIP,3350,1.026,
NGRIP,3360,0.960,
NGRIP,3370,0.914,
NGRIP,3380,0.896,
NGRIP,3390,0.896,
NGRIP,3400,0.889,
NGRIP,3410,0.854,
NGRIP,3420,0.788,
NGRIP,3430,0.707,
NGRIP,3440,0.638,
NGRIP,3450,0.600,
NGRIP,3460,0.600,
NGRIP,3470,0.630,
NGRIP,3480,0.676,
NGRIP,3490,0.716,
NGRIP,3500,0.739,
NGRIP,3510,0.743,
NGRIP,3520,0.744,
NGRIP,3530,0.763,
NGRIP,3540,0.818,
NGRIP,3550,0.905,
NGRIP,3560,1.006,
NGRIP,3570,1.098,
NGRIP,3580,1.172,
NGRIP,3590,1.231,
NGRIP,3600,1.292,
NGRIP,3610,1.367,
NGRIP,3620,1.457,
NGRIP,3630,1.546,
NGRIP,3640,1.605,
NGRIP,3650,1.614,
NGRIP,3660,1.569,
NGRIP,3670,1.479,
NGRIP,3680,1.366,
NGRIP,3690,1.249,
NGRIP,3700,1.142,
NGRIP,3710,1.044,
NGRIP,3720,0.948,
NGRIP,3730,0.842,
NGRIP,3740,0.724,
NGRIP,3750,0.609,
NGRIP,3760,0.517,
NGRIP,3770,0.458,
NGRIP,3780,0.430,
NGRIP,3790,0.418,
NGRIP,3800,0.408,
NGRIP,3810,0.390,
NGRIP,3820,0.367,
NGRIP,3830,0.347,
NGRIP,3840,0.338,
NGRIP,3850,0.346,
NGRIP,3860,0.370,
NGRIP,3870,0.403,
NGRIP,3880,0.437,
NGRIP,3890,0.473,
NGRIP,3900,0.516,
NGRIP,3910,0.574,
NGRIP,3920,0.643,
NGRIP,3930,0.715,
NGRIP,3940,0.779,
NGRIP,3950,0.826,
NGRIP,3960,0.852,
NGRIP,3970,0.853,
NGRIP,3980,0.832,
NGRIP,3990,0.796,
NGRIP,4000,0.755,
NGRIP,4010,0.711,
NGRIP,4020,0.665,
NGRIP,4030,0.616,
NGRIP,4040,0.565,
NGRIP,4050,0.518,
NGRIP,4060,0.484,
NGRIP,4070,0.478,
NGRIP,4080,0.506,
NGRIP,4090,0.570,
NGRIP,4100,0.661,
NGRIP,4110,0.768,
NGRIP,4120,0.882,
NGRIP,4130,0.986,
NGRIP,4140,1.062,
NGRIP,4150,1.099,
NGRIP,4160,1.103,
NGRIP,4170,1.086,
NGRIP,4180,1.063,
NGRIP,4190,1.042,
NGRIP,4200,1.021,
NGRIP,4210,0.999,
NGRIP,4220,0.977,
NGRIP,4230,0.958,
NGRIP,4240,0.941,
NGRIP,4250,0.928,
NGRIP,4260,0.918,
NGRIP,4270,0.904,
NGRIP,4280,0.881,
NGRIP,4290,0.847,
NGRIP,4300,0.804,
NGRIP,4310,0.761,
NGRIP,4320,0.729,
NGRIP,4330,0.722,
NGRIP,4340,0.740,
NGRIP,4350,0.776,
NGRIP,4360,0.814,
NGRIP,4370,0.848,
NGRIP,4380,0.879,
NGRIP,4390,0.910,
NGRIP,4400,0.944,
NGRIP,4410,0.982,
NGRIP,4420,1.024,
NGRIP,4430,1.065,
NGRIP,4440,1.101,
NGRIP,4450,1.128,
NGRIP,4460,1.147,
NGRIP,4470,1.162,
NGRIP,4480,1.182,
NGRIP,4490,1.212,
NGRIP,4500,1.256,
NGRIP,4510,1.308,
NGRIP,4520,1.359,
NGRIP,4530,1.398,
NGRIP,4540,1.414,
NGRIP,4550,1.402,
NGRIP,4560,1.358,
NGRIP,4570,1.285,
NGRIP,4580,1.193,
NGRIP,4590,1.096,
NGRIP,4600,1.010,
NGRIP,4610,0.940,
NGRIP,4620,0.889,
NGRIP,4630,0.857,
NGRIP,4640,0.849,
NGRIP,4650,0.864,
NGRIP,4660,0.898,
NGRIP,4670,0.943,
NGRIP,4680,0.996,
NGRIP,4690,1.049,
NGRIP,4700,1.095,
NGRIP,4710,1.132,
NGRIP,4720,1.165,
NGRIP,4730,1.195,
NGRIP,4740,1.225,
NGRIP,4750,1.251,
NGRIP,4760,1.272,
NGRIP,4770,1.285,
NGRIP,4780,1.292,
NGRIP,4790,1.298,
NGRIP,4800,1.313,
NGRIP,4810,1.343,
NGRIP,4820,1.390,
NGRIP,4830,1.449,
NGRIP,4840,1.510,
NGRIP,4850,1.561,
NGRIP,4860,1.594,
NGRIP,4870,1.611,
NGRIP,4880,1.622,
NGRIP,4890,1.632,
NGRIP,4900,1.639,
NGRIP,4910,1.635,
NGRIP,4920,1.619,
NGRIP,4930,1.588,
NGRIP,4940,1.542,
NGRIP,4950,1.483,
NGRIP,4960,1.420,
NGRIP,4970,1.360,
NGRIP,4980,1.304,
NGRIP,4990,1.257,
NGRIP,5000,1.219,
NGRIP,5010,1.183,
NGRIP,5020,1.142,
NGRIP,5030,1.100,
NGRIP,5040,1.076,
NGRIP,5050,1.087,
NGRIP,5060,1.130,
NGRIP,5070,1.190,
NGRIP,5080,1.250,
NGRIP,5090,1.300,
NGRIP,5100,1.336,
NGRIP,5110,1.364,
NGRIP,5120,1.390,
NGRIP,5130,1.419,
NGRIP,5140,1.440,
NGRIP,5150,1.435,
NGRIP,5160,1.391,
NGRIP,5170,1.312,
NGRIP,5180,1.206,
NGRIP,5190,1.082,
NGRIP,5200,0.949,
NGRIP,5210,0.825,
NGRIP,5220,0.722,
NGRIP,5230,0.642,
NGRIP,5240,0.579,
NGRIP,5250,0.529,
NGRIP,5260,0.491,
NGRIP,5270,0.471,
NGRIP,5280,0.483,
NGRIP,5290,0.527,
NGRIP,5300,0.594,
NGRIP,5310,0.667,
NGRIP,5320,0.736,
NGRIP,5330,0.803,
NGRIP,5340,0.876,
NGRIP,5350,0.960,
NGRIP,5360,1.051,
NGRIP,5370,1.139,
NGRIP,5380,1.215,
NGRIP,5390,1.280,
NGRIP,5400,1.339,
NGRIP,5410,1.397,
NGRIP,5420,1.456,
NGRIP,5430,1.515,
NGRIP,5440,1.566,
NGRIP,5450,1.605,
NGRIP,5460,1.626,
NGRIP,5470,1.617,
NGRIP,5480,1.574,
NGRIP,5490,1.508,
NGRIP,5500,1.445,
NGRIP,5510,1.401,
NGRIP,5520,1.371,
NGRIP,5530,1.332,
NGRIP,5540,1.269,
NGRIP,5550,1.182,
NGRIP,5560,1.087,
NGRIP,5570,1.002,
NGRIP,5580,0.937,
NGRIP,5590,0.898,
NGRIP,5600,0.878,
NGRIP,5610,0.867,
NGRIP,5620,0.854,
NGRIP,5630,0.840,
NGRIP,5640,0.829,
NGRIP,5650,0.829,
NGRIP,5660,0.851,
NGRIP,5670,1.318,
NGRIP,5680,1.396,
NGRIP,5690,1.479,
NGRIP,5700,1.543,
NGRIP,5710,1.583,
NGRIP,5720,1.606,
NGRIP,5730,1.631,
NGRIP,5740,1.670,
NGRIP,5750,1.726,
NGRIP,5760,1.796,
NGRIP,5770,1.876,
NGRIP,5780,1.955,
NGRIP,5790,2.021,
NGRIP,5800,2.064,
NGRIP,5810,2.085,
NGRIP,5820,2.094,
NGRIP,5830,2.098,
NGRIP,5840,2.099,
NGRIP,5850,2.087,
NGRIP,5860,2.048,
NGRIP,5870,1.972,
NGRIP,5880,1.860,
NGRIP,5890,1.725,
NGRIP,5900,1.585,
NGRIP,5910,1.456,
NGRIP,5920,1.342,
NGRIP,5930,1.249,
NGRIP,5940,1.184,
NGRIP,5950,1.147,
NGRIP,5960,1.128,
NGRIP,5970,1.118,
NGRIP,5980,1.116,
NGRIP,5990,1.130,
NGRIP,6000,1.164,
NGRIP,6010,1.219,
NGRIP,6020,1.293,
NGRIP,6030,1.378,
NGRIP,6040,1.462,
NGRIP,6050,1.536,
NGRIP,6060,1.598,
NGRIP,6070,1.648,
NGRIP,6080,1.686,
NGRIP,6090,1.713,
NGRIP,6100,1.732,
NGRIP,6110,1.745,
NGRIP,6120,1.743,
NGRIP,6130,1.716,
NGRIP,6140,1.669,
NGRIP,6150,1.613,
NGRIP,6160,1.557,
NGRIP,6170,1.512,
NGRIP,6180,1.486,
NGRIP,6190,1.482,
NGRIP,6200,1.492,
NGRIP,6210,1.504,
NGRIP,6220,1.512,
NGRIP,6230,1.511,
NGRIP,6240,1.503,
NGRIP,6250,1.497,
NGRIP,6260,1.506,
NGRIP,6270,1.537,
NGRIP,6280,1.583,
NGRIP,6290,1.642,
NGRIP,6300,1.715,
NGRIP,6310,1.800,
NGRIP,6320,1.879,
NGRIP,6330,1.936,
NGRIP,6340,1.979,
NGRIP,6350,2.023,
NGRIP,6360,2.076,
NGRIP,6370,2.136,
NGRIP,6380,2.193,
NGRIP,6390,2.232,
NGRIP,6400,2.237,
NGRIP,6410,2.200,
NGRIP,6420,2.124,
NGRIP,6430,2.026,
NGRIP,6440,1.917,
NGRIP,6450,1.809,
NGRIP,6460,1.715,
NGRIP,6470,1.648,
NGRIP,6480,1.611,
NGRIP,6490,1.594,
NGRIP,6500,1.589,
NGRIP,6510,1.595,
NGRIP,6520,1.616,
NGRIP,6530,1.653,
NGRIP,6540,1.703,
NGRIP,6550,1.765,
NGRIP,6560,1.836,
NGRIP,6570,1.912,
NGRIP,6580,1.985,
NGRIP,6590,2.048,
NGRIP,6600,2.092,
NGRIP,6610,2.117,
NGRIP,6620,2.124,
NGRIP,6630,2.119,
NGRIP,6640,2.105,
NGRIP,6650,2.081,
NGRIP,6660,2.045,
NGRIP,6670,2.003,
NGRIP,6680,1.962,
NGRIP,6690,1.931,
NGRIP,6700,1.915,
NGRIP,6710,1.913,
NGRIP,6720,1.916,
NGRIP,6730,1.919,
NGRIP,6740,1.919,
NGRIP,6750,1.919,
NGRIP,6760,1.920,
NGRIP,6770,1.922,
NGRIP,6780,1.929,
NGRIP,6790,1.946,
NGRIP,6800,1.976,
NGRIP,6810,2.010,
NGRIP,6820,2.033,
NGRIP,6830,2.027,
NGRIP,6840,1.993,
NGRIP,6850,1.941,
NGRIP,6860,1.889,
NGRIP,6870,1.851,
NGRIP,6880,1.834,
NGRIP,6890,1.831,
NGRIP,6900,1.831,
NGRIP,6910,1.819,
NGRIP,6920,1.792,
NGRIP,6930,1.749,
NGRIP,6940,1.698,
NGRIP,6950,1.656,
NGRIP,6960,1.635,
NGRIP,6970,1.635,
NGRIP,6980,1.645,
NGRIP,6990,1.647,
NGRIP,7000,1.633,
NGRIP,7010,1.610,
NGRIP,7020,1.589,
NGRIP,7030,1.570,
NGRIP,7040,1.553,
NGRIP,7050,1.535,
NGRIP,7060,1.513,
NGRIP,7070,1.486,
NGRIP,7080,1.456,
NGRIP,7090,1.425,
NGRIP,7100,1.397,
NGRIP,7110,1.377,
NGRIP,7120,1.373,
NGRIP,7130,1.391,
NGRIP,7140,1.430,
NGRIP,7150,1.480,
NGRIP,7160,1.529,
NGRIP,7170,1.572,
NGRIP,7180,1.606,
NGRIP,7190,1.628,
NGRIP,7200,1.634,
NGRIP,7210,1.632,
NGRIP,7220,1.633,
NGRIP,7230,1.644,
NGRIP,7240,1.660,
NGRIP,7250,1.676,
NGRIP,7260,1.689,
NGRIP,7270,1.701,
NGRIP,7280,1.717,
NGRIP,7290,1.743,
NGRIP,7300,1.788,
NGRIP,7310,1.851,
NGRIP,7320,1.920,
NGRIP,7330,1.988,
NGRIP,7340,2.054,
NGRIP,7350,2.125,
NGRIP,7360,2.205,
NGRIP,7370,2.284,
NGRIP,7380,2.348,
NGRIP,7390,2.384,
NGRIP,7400,2.387,
NGRIP,7410,2.357,
NGRIP,7420,2.303,
NGRIP,7430,2.243,
NGRIP,7440,2.190,
NGRIP,7450,2.148,
NGRIP,7460,2.113,
NGRIP,7470,2.084,
NGRIP,7480,2.065,
NGRIP,7490,2.064,
NGRIP,7500,2.084,
NGRIP,7510,2.125,
NGRIP,7520,2.185,
NGRIP,7530,2.266,
NGRIP,7540,2.368,
NGRIP,7550,2.486,
NGRIP,7560,2.609,
NGRIP,7570,2.722,
NGRIP,7580,2.809,
NGRIP,7590,2.858,
NGRIP,7600,2.875,
NGRIP,7610,2.874,
NGRIP,7620,2.862,
NGRIP,7630,2.840,
NGRIP,7640,2.810,
NGRIP,7650,2.779,
NGRIP,7660,2.750,
NGRIP,7670,2.726,
NGRIP,7680,2.706,
NGRIP,7690,2.696,
NGRIP,7700,2.706,
NGRIP,7710,2.742,
NGRIP,7720,2.797,
NGRIP,7730,2.852,
NGRIP,7740,2.892,
NGRIP,7750,2.909,
NGRIP,7760,2.904,
NGRIP,7770,2.879,
NGRIP,7780,2.837,
NGRIP,7790,2.776,
NGRIP,7800,2.691,
NGRIP,7810,2.579,
NGRIP,7820,2.445,
NGRIP,7830,2.299,
NGRIP,7840,2.159,
NGRIP,7850,2.054,
NGRIP,7860,2.009,
NGRIP,7870,2.030,
NGRIP,7880,2.106,
NGRIP,7890,2.214,
NGRIP,7900,2.335,
NGRIP,7910,2.453,
NGRIP,7920,2.554,
NGRIP,7930,2.626,
NGRIP,7940,2.665,
NGRIP,7950,2.674,
NGRIP,7960,2.663,
NGRIP,7970,2.635,
NGRIP,7980,2.593,
NGRIP,7990,2.537,
NGRIP,8000,2.460,
NGRIP,8010,2.352,
NGRIP,8020,2.210,
NGRIP,8030,2.041,
NGRIP,8040,1.848,
NGRIP,8050,1.638,
NGRIP,8060,1.416,
NGRIP,8070,1.180,
NGRIP,8080,0.929,
NGRIP,8090,0.656,
NGRIP,8100,0.354,
NGRIP,8110,0.033,
NGRIP,8120,-0.278,
NGRIP,8130,-0.547,
NGRIP,8140,-0.755,
NGRIP,8150,-0.885,
NGRIP,8160,-0.921,
NGRIP,8170,-0.865,
NGRIP,8180,-0.735,
NGRIP,8190,-0.556,
NGRIP,8200,-0.344,
NGRIP,8210,-0.116,
NGRIP,8220,0.116,
NGRIP,8230,0.343,
NGRIP,8240,0.557,
NGRIP,8250,0.752,
NGRIP,8260,0.915,
NGRIP,8270,1.034,
NGRIP,8280,1.110,
NGRIP,8290,1.152,
NGRIP,8300,1.172,
NGRIP,8310,1.169,
NGRIP,8320,1.145,
NGRIP,8330,1.112,
NGRIP,8340,1.084,
NGRIP,8350,1.068,
NGRIP,8360,1.067,
NGRIP,8370,1.076,
NGRIP,8380,1.091,
NGRIP,8390,1.104,
NGRIP,8400,1.111,
NGRIP,8410,1.114,
NGRIP,8420,1.114,
NGRIP,8430,1.112,
NGRIP,8440,1.110,
NGRIP,8450,1.114,
NGRIP,8460,1.127,
NGRIP,8470,1.147,
NGRIP,8480,1.169,
NGRIP,8490,1.179,
NGRIP,8500,1.163,
NGRIP,8510,1.119,
NGRIP,8520,1.049,
NGRIP,8530,0.957,
NGRIP,8540,0.855,
NGRIP,8550,0.759,
NGRIP,8560,0.679,
NGRIP,8570,0.617,
NGRIP,8580,0.565,
NGRIP,8590,0.520,
NGRIP,8600,0.480,
NGRIP,8610,0.436,
NGRIP,8620,0.394,
NGRIP,8630,0.369,
NGRIP,8640,0.375,
NGRIP,8650,0.402,
NGRIP,8660,0.421,
NGRIP,8670,0.407,
NGRIP,8680,0.358,
NGRIP,8690,0.288,
NGRIP,8700,0.211,
NGRIP,8710,0.140,
NGRIP,8720,0.088,
NGRIP,8730,0.065,
NGRIP,8740,0.069,
NGRIP,8750,0.100,
NGRIP,8760,0.160,
NGRIP,8770,0.247,
NGRIP,8780,0.350,
NGRIP,8790,0.454,
NGRIP,8800,0.554,
NGRIP,8810,0.642,
NGRIP,8820,0.704,
NGRIP,8830,0.731,
NGRIP,8840,0.733,
NGRIP,8850,0.712,
NGRIP,8860,0.663,
NGRIP,8870,0.570,
NGRIP,8880,0.422,
NGRIP,8890,0.230,
NGRIP,8900,0.024,
NGRIP,8910,-0.167,
NGRIP,8920,-0.324,
NGRIP,8930,-0.442,
NGRIP,8940,-0.528,
NGRIP,8950,-0.595,
NGRIP,8960,-0.653,
NGRIP,8970,-0.695,
NGRIP,8980,-0.706,
NGRIP,8990,-0.672,
NGRIP,9000,-0.590,
NGRIP,9010,-0.473,
NGRIP,9020,-0.348,
NGRIP,9030,-0.243,
NGRIP,9040,-0.178,
NGRIP,9050,-0.157,
NGRIP,9060,-0.178,
NGRIP,9070,-0.242,
NGRIP,9080,-0.349,
NGRIP,9090,-0.498,
NGRIP,9100,-0.689,
NGRIP,9110,-0.924,
NGRIP,9120,-1.194,
NGRIP,9130,-1.481,
NGRIP,9140,-1.756,
NGRIP,9150,-1.994,
NGRIP,9160,-2.179,
NGRIP,9170,-2.305,
NGRIP,9180,-0.873,
NGRIP,9190,-0.882,
NGRIP,9200,-0.835,
NGRIP,9210,-0.738,
NGRIP,9220,-0.598,
NGRIP,9230,-0.428,
NGRIP,9240,-0.244,
NGRIP,9250,-0.067,
NGRIP,9260,0.085,
NGRIP,9270,0.196,
NGRIP,9280,0.254,
NGRIP,9290,0.261,
NGRIP,9300,0.229,
NGRIP,9310,0.173,
NGRIP,9320,0.109,
NGRIP,9330,0.046,
NGRIP,9340,-0.010,
NGRIP,9350,-0.057,
NGRIP,9360,-0.090,
NGRIP,9370,-0.109,
NGRIP,9380,-0.115,
NGRIP,9390,-0.115,
NGRIP,9400,-0.113,
NGRIP,9410,-0.112,
NGRIP,9420,-0.116,
NGRIP,9430,-0.127,
NGRIP,9440,-0.147,
NGRIP,9450,-0.174,
NGRIP,9460,-0.207,
NGRIP,9470,-0.245,
NGRIP,9480,-0.286,
NGRIP,9490,-0.329,
NGRIP,9500,-0.368,
NGRIP,9510,-0.400,
NGRIP,9520,-0.422,
NGRIP,9530,-0.425,
NGRIP,9540,-0.404,
NGRIP,9550,-0.366,
NGRIP,9560,-0.325,
NGRIP,9570,-0.292,
NGRIP,9580,-0.271,
NGRIP,9590,-0.260,
NGRIP,9600,-0.250,
NGRIP,9610,-0.232,
NGRIP,9620,-0.211,
NGRIP,9630,-0.199,
NGRIP,9640,-0.213,
NGRIP,9650,-0.264,
NGRIP,9660,-0.354,
NGRIP,9670,-0.472,
NGRIP,9680,-0.601,
NGRIP,9690,-0.718,
NGRIP,9700,-0.813,
NGRIP,9710,-0.889,
NGRIP,9720,-0.962,
NGRIP,9730,-1.045,
NGRIP,9740,-1.138,
NGRIP,9750,-1.232,
NGRIP,9760,-1.316,
NGRIP,9770,-1.380,
NGRIP,9780,-1.416,
NGRIP,9790,-1.424,
NGRIP,9800,-1.418,
NGRIP,9810,-1.415,
NGRIP,9820,-1.427,
NGRIP,9830,-1.453,
NGRIP,9840,-1.490,
NGRIP,9850,-1.533,
NGRIP,9860,-1.581,
NGRIP,9870,-1.639,
NGRIP,9880,-1.711,
NGRIP,9890,-1.796,
NGRIP,9900,-1.889,
NGRIP,9910,-1.984,
NGRIP,9920,-2.078,
NGRIP,9930,-2.175,
NGRIP,9940,-2.281,
NGRIP,9950,-2.388,
NGRIP,9960,-2.480,
NGRIP,9970,-2.543,
NGRIP,9980,-2.572,
NGRIP,9990,-2.568,
NGRIP,10000,-2.531,
NGRIP,10010,-1.436,
NGRIP,10020,-1.401,
NGRIP,10030,-1.403,
NGRIP,10040,-1.449,
NGRIP,10050,-1.536,
NGRIP,10060,-1.661,
NGRIP,10070,-1.826,
NGRIP,10080,-2.029,
NGRIP,10090,-2.266,
NGRIP,10100,-2.526,
NGRIP,10110,-2.799,
NGRIP,10120,-3.060,
NGRIP,10130,-3.282,
NGRIP,10140,-3.439,
NGRIP,10150,-3.534,
NGRIP,10160,-3.582,
NGRIP,10170,-3.599,
NGRIP,10180,-3.602,
NGRIP,10190,-3.602,
NGRIP,10200,-3.602,
