Site,Age (yr bp1950),T annual anom (oC),
NEEM,10090,-4.708,
NEEM,10100,-4.900,
NEEM,10110,-5.095,
NEEM,10120,-5.289,
NEEM,10130,-5.451,
NEEM,10140,-5.527,
NEEM,10150,-5.544,
NEEM,10160,-5.551,
NEEM,10170,-5.523,
NEEM,10180,-5.454,
NEEM,10190,-5.421,
NEEM,10200,-5.440,
NEEM,10210,-5.488,
NEEM,10220,-5.588,
NEEM,10230,-5.736,
NEEM,10240,-5.888,
NEEM,10250,-6.029,
NEEM,10260,-6.194,
NEEM,10270,-6.359,
NEEM,10280,-6.453,
NEEM,10290,-6.484,
NEEM,10300,-6.467,
NEEM,10310,-6.396,
NEEM,10320,-6.322,
NEEM,10330,-6.293,
NEEM,10340,-6.258,
NEEM,10350,-6.179,
NEEM,10360,-6.098,
NEEM,10370,-6.040,
NEEM,10380,-6.003,
NEEM,10390,-6.003,
NEEM,10400,-6.041,
NEEM,10410,-6.062,
NEEM,10420,-6.028,
NEEM,10430,-6.007,
NEEM,10440,-6.039,
NEEM,10450,-6.069,
NEEM,10460,-6.080,
NEEM,10470,-6.080,
NEEM,10480,-6.073,
NEEM,10490,-6.056,
NEEM,10500,-6.004,
NEEM,10510,-5.941,
NEEM,10520,-5.904,
NEEM,10530,-5.879,
NEEM,10540,-5.865,
NEEM,10550,-5.873,
NEEM,10560,-5.905,
NEEM,10570,-5.936,
NEEM,10580,-5.944,
NEEM,10590,-5.979,
NEEM,10600,-6.050,
NEEM,10610,-6.125,
NEEM,10620,-6.216,
NEEM,10630,-6.260,
NEEM,10640,-6.232,
NEEM,10650,-6.203,
NEEM,10660,-6.205,
NEEM,10670,-6.218,
NEEM,10680,-6.222,
NEEM,10690,-6.275,
NEEM,10700,-6.368,
NEEM,10710,-6.450,
NEEM,10720,-6.578,
NEEM,10730,-6.747,
NEEM,10740,-6.881,
NEEM,10750,-6.975,
NEEM,10760,-7.080,
NEEM,10770,-7.194,
NEEM,10780,-7.258,
NEEM,10790,-7.317,
NEEM,10800,-7.347,
NEEM,10810,-7.275,
NEEM,10820,-7.174,
NEEM,10830,-7.100,
NEEM,10840,-7.020,
NEEM,10850,-6.905,
NEEM,10860,-6.785,
NEEM,10870,-6.665,
NEEM,10880,-6.502,
NEEM,10890,-6.363,
NEEM,10900,-6.324,
NEEM,10910,-6.341,
NEEM,10920,-6.340,
NEEM,10930,-6.328,
NEEM,10940,-6.332,
NEEM,10950,-6.324,
NEEM,10960,-6.310,
NEEM,10970,-6.321,
NEEM,10980,-6.332,
NEEM,10990,-6.315,
NEEM,11000,-6.295,
NEEM,11010,-6.317,
NEEM,11020,-6.388,
NEEM,11030,-6.490,
NEEM,11040,-6.622,
NEEM,11050,-6.750,
NEEM,11060,-6.804,
NEEM,11070,-6.762,
NEEM,11080,-6.655,
NEEM,11090,-6.493,
NEEM,11100,-6.266,
NEEM,11110,-6.033,
NEEM,11120,-5.828,
NEEM,11130,-5.682,
NEEM,11140,-5.595,
NEEM,11150,-5.522,
NEEM,11160,-5.497,
NEEM,11170,-5.562,
NEEM,11180,-5.697,
NEEM,11190,-5.895,
NEEM,11200,-6.122,
NEEM,11210,-6.360,
NEEM,11220,-6.579,
NEEM,11230,-6.887,
NEEM,11240,-7.223,
NEEM,11250,-7.620,
NEEM,11260,-8.090,
NEEM,11270,-8.571,
NEEM,11280,-8.989,
NEEM,11290,-9.339,
NEEM,11300,-9.569,
NEEM,11310,-9.692,
NEEM,11320,-9.586,
NEEM,11330,-9.412,
NEEM,11340,-9.205,
NEEM,11350,-8.899,
NEEM,11360,-8.486,
NEEM,11370,-8.025,
NEEM,11380,-7.549,
NEEM,11390,-7.125,
NEEM,11400,-6.787,
NEEM,11410,-6.493,
NEEM,11420,-6.188,
NEEM,11430,-5.929,
NEEM,11440,-5.704,
NEEM,11450,-5.535,
NEEM,11460,-5.376,
NEEM,11470,-5.307,
NEEM,11480,-5.346,
NEEM,11490,-5.465,
NEEM,11500,-5.713,
NEEM,11510,-6.177,
NEEM,11520,-6.784,
NEEM,11530,-7.535,
NEEM,11540,-8.441,
NEEM,11550,-9.584,
NEEM,11560,-10.695,
NEEM,11570,-11.746,
NEEM,11580,-12.806,
NEEM,11590,-12.841,
NEEM,11600,-12.876,
NEEM,11610,-12.911,
NEEM,11620,-12.946,
NEEM,11630,-12.981,
NEEM,11640,-13.016,
NEEM,11650,-13.051,
NEEM,11660,-13.086,
NEEM,11670,-13.121,
NEEM,11680,-13.156,
NEEM,11690,-13.691,
NEEM,11700,-13.680,
NEEM,11710,-13.631,
NEEM,11720,-13.658,
NEEM,11730,-13.791,
NEEM,11740,-13.889,
NEEM,11750,-13.914,
NEEM,11760,-13.915,
NEEM,11770,-13.969,
NEEM,11780,-14.077,
NEEM,11790,-14.251,
NEEM,11800,-14.371,
NEEM,11810,-14.421,
NEEM,11820,-14.401,
NEEM,11830,-14.330,
NEEM,11840,-14.293,
NEEM,11850,-14.291,
NEEM,11860,-14.225,
NEEM,11870,-14.079,
NEEM,11880,-13.939,
NEEM,11890,-13.914,
NEEM,11900,-13.932,
NEEM,11910,-13.958,
NEEM,11920,-14.070,
NEEM,11930,-14.130,
NEEM,11940,-14.131,
NEEM,11950,-14.183,
NEEM,11960,-14.360,
NEEM,11970,-14.519,
NEEM,11980,-14.625,
NEEM,11990,-14.685,
NEEM,12000,-14.844,
NEEM,12010,-15.017,
NEEM,12020,-15.244,
NEEM,12030,-15.462,
NEEM,12040,-15.572,
NEEM,12050,-15.490,
NEEM,12060,-15.411,
NEEM,12070,-15.418,
NEEM,12080,-15.524,
NEEM,12090,-15.538,
NEEM,12100,-15.447,
NEEM,12110,-15.241,
NEEM,12120,-15.058,
NEEM,12130,-15.014,
NEEM,12140,-15.102,
NEEM,12150,-15.273,
NEEM,12160,-15.371,
NEEM,12170,-15.430,
NEEM,12180,-15.482,
NEEM,12190,-15.531,
NEEM,12200,-15.620,
NEEM,12210,-15.736,
NEEM,12220,-15.855,
NEEM,12230,-16.008,
NEEM,12240,-16.092,
NEEM,12250,-16.136,
NEEM,12260,-16.143,
NEEM,12270,-16.073,
NEEM,12280,-15.989,
NEEM,12290,-15.928,
NEEM,12300,-15.833,
NEEM,12310,-15.655,
NEEM,12320,-15.441,
NEEM,12330,-15.299,
NEEM,12340,-15.253,
NEEM,12350,-15.215,
NEEM,12360,-15.262,
NEEM,12370,-15.403,
NEEM,12380,-15.587,
NEEM,12390,-15.802,
NEEM,12400,-16.034,
NEEM,12410,-16.216,
NEEM,12420,-16.333,
NEEM,12430,-16.464,
NEEM,12440,-16.660,
NEEM,12450,-16.847,
NEEM,12460,-16.939,
NEEM,12470,-16.968,
NEEM,12480,-17.071,
NEEM,12490,-17.262,
NEEM,12500,-17.508,
NEEM,12510,-17.743,
NEEM,12520,-17.907,
NEEM,12530,-17.990,
NEEM,12540,-18.067,
NEEM,12550,-18.130,
NEEM,12560,-18.126,
NEEM,12570,-18.029,
NEEM,12580,-17.902,
NEEM,12590,-17.802,
NEEM,12600,-17.730,
NEEM,12610,-17.656,
NEEM,12620,-17.594,
NEEM,12630,-17.490,
NEEM,12640,-17.365,
NEEM,12650,-17.290,
NEEM,12660,-17.345,
NEEM,12670,-17.284,
NEEM,12680,-17.224,
NEEM,12690,-17.163,
NEEM,12700,-17.103,
NEEM,12710,-17.042,
NEEM,12720,-16.981,
NEEM,12730,-16.921,
NEEM,12740,-16.860,
NEEM,12750,-16.800,
NEEM,12760,-16.739,
NEEM,12770,-16.679,
NEEM,12780,-15.984,
NEEM,12790,-15.379,
NEEM,12800,-14.837,
NEEM,12810,-14.370,
NEEM,12820,-13.830,
NEEM,12830,-13.288,
NEEM,12840,-12.805,
NEEM,12850,-12.459,
NEEM,12860,-12.226,
NEEM,12870,-12.056,
NEEM,12880,-11.889,
NEEM,12890,-11.756,
NEEM,12900,-11.711,
NEEM,12910,-11.946,
NEEM,12920,-12.339,
NEEM,12930,-12.664,
NEEM,12940,-12.896,
NEEM,12950,-13.118,
NEEM,12960,-13.433,
NEEM,12970,-13.807,
NEEM,12980,-14.142,
NEEM,12990,-14.482,
NEEM,13000,-14.665,
NEEM,13010,-14.766,
NEEM,13020,-15.038,
NEEM,13030,-15.421,
NEEM,13040,-15.839,
NEEM,13050,-16.093,
NEEM,13060,-16.211,
NEEM,13070,-16.286,
NEEM,13080,-16.250,
NEEM,13090,-16.202,
NEEM,13100,-16.168,
NEEM,13110,-16.051,
NEEM,13120,-15.863,
NEEM,13130,-15.552,
NEEM,13140,-15.238,
NEEM,13150,-14.906,
NEEM,13160,-14.531,
NEEM,13170,-14.161,
NEEM,13180,-13.805,
NEEM,13190,-13.470,
NEEM,13200,-13.166,
NEEM,13210,-12.873,
NEEM,13220,-12.609,
NEEM,13230,-12.373,
NEEM,13240,-12.165,
NEEM,13250,-11.957,
NEEM,13260,-11.819,
NEEM,13270,-11.704,
NEEM,13280,-11.549,
NEEM,13290,-11.449,
NEEM,13300,-11.388,
NEEM,13310,-11.331,
NEEM,13320,-11.257,
NEEM,13330,-11.246,
NEEM,13340,-11.317,
NEEM,13350,-11.361,
NEEM,13360,-11.337,
NEEM,13370,-11.295,
NEEM,13380,-11.204,
NEEM,13390,-11.073,
NEEM,13400,-10.943,
NEEM,13410,-10.863,
NEEM,13420,-10.861,
NEEM,13430,-10.946,
NEEM,13440,-11.036,
NEEM,13450,-11.242,
NEEM,13460,-11.554,
NEEM,13470,-11.967,
NEEM,13480,-12.380,
NEEM,13490,-12.783,
NEEM,13500,-13.118,
NEEM,13510,-13.287,
NEEM,13520,-13.289,
NEEM,13530,-13.217,
NEEM,13540,-12.994,
NEEM,13550,-12.711,
NEEM,13560,-12.336,
NEEM,13570,-11.980,
NEEM,13580,-11.661,
NEEM,13590,-11.450,
NEEM,13600,-11.352,
NEEM,13610,-11.327,
NEEM,13620,-11.387,
NEEM,13630,-11.497,
NEEM,13640,-11.554,
NEEM,13650,-11.620,
NEEM,13660,-11.678,
NEEM,13670,-11.720,
NEEM,13680,-11.676,
NEEM,13690,-11.620,
NEEM,13700,-11.550,
NEEM,13710,-11.453,
NEEM,13720,-11.369,
NEEM,13730,-11.324,
NEEM,13740,-11.236,
NEEM,13750,-11.159,
NEEM,13760,-11.108,
NEEM,13770,-11.138,
NEEM,13780,-11.232,
NEEM,13790,-11.410,
NEEM,13800,-11.681,
NEEM,13810,-11.999,
NEEM,13820,-12.344,
NEEM,13830,-12.773,
NEEM,13840,-13.267,
NEEM,13850,-13.773,
NEEM,13860,-14.249,
NEEM,13870,-14.666,
NEEM,13880,-14.931,
NEEM,13890,-15.014,
NEEM,13900,-14.900,
NEEM,13910,-14.634,
NEEM,13920,-14.262,
NEEM,13930,-13.770,
NEEM,13940,-13.174,
NEEM,13950,-12.535,
NEEM,13960,-11.925,
NEEM,13970,-11.488,
NEEM,13980,-11.220,
NEEM,13990,-11.107,
NEEM,14000,-11.021,
NEEM,14010,-10.905,
NEEM,14020,-10.759,
NEEM,14030,-10.718,
NEEM,14040,-10.703,
NEEM,14050,-10.642,
NEEM,14060,-10.463,
NEEM,14070,-10.200,
NEEM,14080,-9.926,
NEEM,14090,-9.739,
NEEM,14100,-9.592,
NEEM,14110,-9.518,
NEEM,14120,-9.399,
NEEM,14130,-9.315,
NEEM,14140,-9.212,
NEEM,14150,-9.201,
NEEM,14160,-9.201,
NEEM,14170,-9.164,
NEEM,14180,-9.128,
NEEM,14190,-9.188,
NEEM,14200,-9.226,
NEEM,14210,-9.232,
NEEM,14220,-9.189,
NEEM,14230,-9.192,
NEEM,14240,-9.179,
NEEM,14250,-9.148,
NEEM,14260,-9.125,
NEEM,14270,-9.092,
NEEM,14280,-8.966,
NEEM,14290,-8.823,
NEEM,14300,-8.669,
NEEM,14310,-8.522,
NEEM,14320,-8.389,
NEEM,14330,-8.241,
NEEM,14340,-8.121,
NEEM,14350,-7.995,
NEEM,14360,-7.880,
NEEM,14370,-7.753,
NEEM,14380,-7.658,
NEEM,14390,-7.687,
NEEM,14400,-7.766,
NEEM,14410,-7.773,
NEEM,14420,-7.725,
NEEM,14430,-7.695,
NEEM,14440,-7.773,
NEEM,14450,-7.935,
NEEM,14460,-8.212,
NEEM,14470,-8.591,
NEEM,14480,-8.936,
NEEM,14490,-9.251,
NEEM,14500,-9.633,
NEEM,14510,-10.129,
NEEM,14520,-10.715,
NEEM,14530,-11.452,
NEEM,14540,-12.332,
NEEM,14550,-13.282,
NEEM,14560,-14.216,
NEEM,14570,-15.181,
NEEM,14580,-16.166,
NEEM,14590,-17.068,
NEEM,14600,-17.879,
NEEM,14610,-18.631,
NEEM,14620,-19.093,
NEEM,14630,-19.307,
NEEM,14640,-19.363,
NEEM,14650,-19.339,
NEEM,14660,-19.300,
NEEM,14670,-19.266,
NEEM,14680,-19.345,
NEEM,14690,-19.426,
NEEM,14700,-19.405,
NEEM,14710,-19.444,
NEEM,14720,-19.528,
NEEM,14730,-19.569,
NEEM,14740,-19.586,
NEEM,14750,-19.565,
NEEM,14760,-19.573,
NEEM,14770,-19.557,
NEEM,14780,-19.525,
NEEM,14790,-19.502,
NEEM,14800,-19.492,
NEEM,14810,-19.463,
NEEM,14820,-19.484,
NEEM,14830,-19.568,
NEEM,14840,-19.723,
NEEM,14850,-19.897,
NEEM,14860,-20.028,
NEEM,14870,-20.139,
NEEM,14880,-20.238,
NEEM,14890,-20.335,
NEEM,14900,-20.506,
NEEM,14910,-20.675,
NEEM,14920,-20.740,
NEEM,14930,-20.717,
NEEM,14940,-20.683,
NEEM,14950,-20.688,
NEEM,14960,-20.722,
NEEM,14970,-20.713,
NEEM,14980,-20.608,
NEEM,14990,-20.453,
NEEM,15000,-20.279,
NEEM,15010,-20.179,
NEEM,15020,-20.108,
NEEM,15030,-19.981,
NEEM,15040,-19.867,
NEEM,15050,-19.715,
NEEM,15060,-19.597,
NEEM,15070,-19.564,
NEEM,15080,-19.597,
NEEM,15090,-19.625,
NEEM,15100,-19.612,
NEEM,15110,-19.653,
NEEM,15120,-19.797,
NEEM,15130,-19.893,
NEEM,15140,-19.985,
NEEM,15150,-20.129,
NEEM,15160,-20.208,
NEEM,15170,-20.161,
NEEM,15180,-20.153,
NEEM,15190,-20.159,
NEEM,15200,-20.126,
NEEM,15210,-19.991,
NEEM,15220,-19.848,
NEEM,15230,-19.756,
NEEM,15240,-19.674,
NEEM,15250,-19.719,
NEEM,15260,-19.865,
NEEM,15270,-19.978,
NEEM,15280,-20.143,
NEEM,15290,-20.280,
NEEM,15300,-20.388,
NEEM,15310,-20.501,
NEEM,15320,-20.554,
NEEM,15330,-20.641,
NEEM,15340,-20.707,
NEEM,15350,-20.688,
NEEM,15360,-20.664,
NEEM,15370,-20.638,
NEEM,15380,-20.661,
NEEM,15390,-20.730,
NEEM,15400,-20.775,
NEEM,15410,-20.812,
NEEM,15420,-20.787,
NEEM,15430,-20.707,
NEEM,15440,-20.659,
NEEM,15450,-20.636,
NEEM,15460,-20.628,
NEEM,15470,-20.564,
NEEM,15480,-20.400,
NEEM,15490,-20.271,
NEEM,15500,-20.239,
NEEM,15510,-20.265,
NEEM,15520,-20.332,
NEEM,15530,-20.396,
NEEM,15540,-20.500,
NEEM,15550,-20.593,
NEEM,15560,-20.681,
NEEM,15570,-20.902,
NEEM,15580,-21.194,
NEEM,15590,-21.503,
NEEM,15600,-21.716,
NEEM,15610,-21.840,
NEEM,15620,-21.797,
NEEM,15630,-21.692,
NEEM,15640,-21.535,
NEEM,15650,-21.386,
NEEM,15660,-21.190,
NEEM,15670,-20.892,
NEEM,15680,-20.538,
NEEM,15690,-20.268,
NEEM,15700,-20.063,
NEEM,15710,-20.068,
NEEM,15720,-20.161,
NEEM,15730,-20.310,
NEEM,15740,-20.423,
NEEM,15750,-20.474,
NEEM,15760,-20.526,
NEEM,15770,-20.568,
NEEM,15780,-20.555,
NEEM,15790,-20.543,
NEEM,15800,-20.495,
NEEM,15810,-20.403,
NEEM,15820,-20.313,
NEEM,15830,-20.287,
NEEM,15840,-20.278,
NEEM,15850,-20.296,
NEEM,15860,-20.325,
NEEM,15870,-20.380,
NEEM,15880,-20.430,
NEEM,15890,-20.471,
NEEM,15900,-20.526,
NEEM,15910,-20.590,
NEEM,15920,-20.673,
NEEM,15930,-20.893,
NEEM,15940,-21.169,
NEEM,15950,-21.455,
NEEM,15960,-21.720,
NEEM,15970,-21.922,
NEEM,15980,-22.083,
NEEM,15990,-22.185,
NEEM,16000,-22.245,
NEEM,16010,-22.262,
NEEM,16020,-22.168,
NEEM,16030,-21.964,
NEEM,16040,-21.725,
NEEM,16050,-21.487,
NEEM,16060,-21.338,
NEEM,16070,-21.291,
NEEM,16080,-21.285,
NEEM,16090,-21.236,
NEEM,16100,-21.133,
NEEM,16110,-21.020,
NEEM,16120,-20.941,
NEEM,16130,-20.907,
NEEM,16140,-20.908,
NEEM,16150,-20.842,
NEEM,16160,-20.690,
NEEM,16170,-20.556,
NEEM,16180,-20.471,
NEEM,16190,-20.452,
NEEM,16200,-20.471,
NEEM,16210,-20.483,
NEEM,16220,-20.453,
NEEM,16230,-20.430,
NEEM,16240,-20.467,
NEEM,16250,-20.481,
NEEM,16260,-20.508,
NEEM,16270,-20.572,
NEEM,16280,-20.622,
NEEM,16290,-20.638,
NEEM,16300,-20.665,
NEEM,16310,-20.725,
NEEM,16320,-20.753,
NEEM,16330,-20.729,
NEEM,16340,-20.753,
NEEM,16350,-20.768,
NEEM,16360,-20.748,
NEEM,16370,-20.723,
NEEM,16380,-20.718,
NEEM,16390,-20.713,
NEEM,16400,-20.680,
NEEM,16410,-20.632,
NEEM,16420,-20.567,
NEEM,16430,-20.443,
NEEM,16440,-20.275,
NEEM,16450,-20.103,
NEEM,16460,-19.949,
NEEM,16470,-19.823,
NEEM,16480,-19.718,
NEEM,16490,-19.649,
NEEM,16500,-19.599,
NEEM,16510,-19.560,
NEEM,16520,-19.570,
NEEM,16530,-19.651,
NEEM,16540,-19.779,
NEEM,16550,-19.913,
NEEM,16560,-20.039,
NEEM,16570,-20.130,
NEEM,16580,-20.186,
NEEM,16590,-20.232,
NEEM,16600,-20.302,
NEEM,16610,-20.384,
NEEM,16620,-20.443,
NEEM,16630,-20.476,
NEEM,16640,-20.479,
NEEM,16650,-20.451,
NEEM,16660,-20.462,
NEEM,16670,-20.526,
NEEM,16680,-20.591,
NEEM,16690,-20.615,
NEEM,16700,-20.597,
NEEM,16710,-20.554,
NEEM,16720,-20.505,
NEEM,16730,-20.477,
NEEM,16740,-20.489,
NEEM,16750,-20.488,
NEEM,16760,-20.424,
NEEM,16770,-20.352,
NEEM,16780,-20.302,
NEEM,16790,-20.250,
NEEM,16800,-20.194,
NEEM,16810,-20.140,
NEEM,16820,-20.091,
NEEM,16830,-20.006,
NEEM,16840,-19.892,
NEEM,16850,-19.791,
NEEM,16860,-19.724,
NEEM,16870,-19.732,
NEEM,16880,-19.835,
NEEM,16890,-19.959,
NEEM,16900,-20.064,
NEEM,16910,-20.151,
NEEM,16920,-20.293,
NEEM,16930,-20.462,
NEEM,16940,-20.656,
NEEM,16950,-20.875,
NEEM,16960,-21.096,
NEEM,16970,-21.250,
NEEM,16980,-21.330,
NEEM,16990,-21.371,
NEEM,17000,-21.401,
NEEM,17010,-21.392,
NEEM,17020,-21.391,
NEEM,17030,-21.414,
NEEM,17040,-21.350,
NEEM,17050,-21.265,
NEEM,17060,-21.227,
NEEM,17070,-21.229,
NEEM,17080,-21.222,
NEEM,17090,-21.156,
NEEM,17100,-21.004,
NEEM,17110,-20.765,
NEEM,17120,-20.468,
NEEM,17130,-20.206,
NEEM,17140,-19.939,
NEEM,17150,-19.696,
NEEM,17160,-19.552,
NEEM,17170,-19.497,
NEEM,17180,-19.496,
NEEM,17190,-19.517,
NEEM,17200,-19.582,
NEEM,17210,-19.670,
NEEM,17220,-19.759,
NEEM,17230,-19.894,
NEEM,17240,-20.019,
NEEM,17250,-20.072,
NEEM,17260,-20.085,
NEEM,17270,-20.110,
NEEM,17280,-20.178,
NEEM,17290,-20.282,
NEEM,17300,-20.389,
NEEM,17310,-20.518,
NEEM,17320,-20.611,
NEEM,17330,-20.665,
NEEM,17340,-20.701,
NEEM,17350,-20.699,
NEEM,17360,-20.664,
NEEM,17370,-20.611,
NEEM,17380,-20.556,
NEEM,17390,-20.541,
NEEM,17400,-20.564,
NEEM,17410,-20.582,
NEEM,17420,-20.565,
NEEM,17430,-20.523,
NEEM,17440,-20.484,
NEEM,17450,-20.474,
NEEM,17460,-20.491,
NEEM,17470,-20.509,
NEEM,17480,-20.498,
NEEM,17490,-20.463,
NEEM,17500,-20.443,
NEEM,17510,-20.485,
NEEM,17520,-20.607,
NEEM,17530,-20.805,
NEEM,17540,-21.030,
NEEM,17550,-21.257,
NEEM,17560,-21.458,
NEEM,17570,-21.639,
NEEM,17580,-21.781,
NEEM,17590,-21.831,
NEEM,17600,-21.838,
NEEM,17610,-21.780,
NEEM,17620,-21.651,
NEEM,17630,-21.496,
NEEM,17640,-21.362,
NEEM,17650,-21.272,
NEEM,17660,-21.187,
NEEM,17670,-21.081,
NEEM,17680,-20.998,
NEEM,17690,-20.861,
NEEM,17700,-20.715,
NEEM,17710,-20.662,
NEEM,17720,-20.644,
NEEM,17730,-20.644,
NEEM,17740,-20.652,
NEEM,17750,-20.649,
NEEM,17760,-20.612,
NEEM,17770,-20.578,
NEEM,17780,-20.605,
NEEM,17790,-20.675,
NEEM,17800,-20.700,
NEEM,17810,-20.676,
NEEM,17820,-20.558,
NEEM,17830,-20.371,
NEEM,17840,-20.166,
NEEM,17850,-20.013,
NEEM,17860,-19.923,
NEEM,17870,-19.861,
NEEM,17880,-19.791,
NEEM,17890,-19.727,
NEEM,17900,-19.701,
NEEM,17910,-19.692,
NEEM,17920,-19.644,
NEEM,17930,-19.583,
NEEM,17940,-19.533,
NEEM,17950,-19.443,
NEEM,17960,-19.290,
NEEM,17970,-19.126,
NEEM,17980,-18.969,
NEEM,17990,-18.735,
NEEM,18000,-18.520,
NEEM,18010,-18.324,
NEEM,18020,-18.216,
NEEM,18030,-18.172,
NEEM,18040,-18.176,
NEEM,18050,-18.248,
NEEM,18060,-18.347,
NEEM,18070,-18.430,
NEEM,18080,-18.587,
NEEM,18090,-18.761,
NEEM,18100,-18.958,
NEEM,18110,-19.069,
NEEM,18120,-19.107,
NEEM,18130,-19.112,
NEEM,18140,-19.121,
NEEM,18150,-19.124,
NEEM,18160,-19.168,
NEEM,18170,-19.159,
NEEM,18180,-19.101,
NEEM,18190,-19.063,
NEEM,18200,-19.097,
NEEM,18210,-19.241,
NEEM,18220,-19.427,
NEEM,18230,-19.599,
NEEM,18240,-19.784,
NEEM,18250,-19.891,
NEEM,18260,-20.027,
NEEM,18270,-20.198,
NEEM,18280,-20.353,
NEEM,18290,-20.473,
NEEM,18300,-20.472,
NEEM,18310,-20.439,
NEEM,18320,-20.426,
NEEM,18330,-20.419,
NEEM,18340,-20.451,
NEEM,18350,-20.495,
NEEM,18360,-20.551,
NEEM,18370,-20.596,
NEEM,18380,-20.626,
NEEM,18390,-20.689,
NEEM,18400,-20.753,
NEEM,18410,-20.760,
NEEM,18420,-20.680,
NEEM,18430,-20.542,
NEEM,18440,-20.343,
NEEM,18450,-20.103,
NEEM,18460,-19.895,
NEEM,18470,-19.714,
NEEM,18480,-19.585,
NEEM,18490,-19.453,
NEEM,18500,-19.333,
NEEM,18510,-19.297,
NEEM,18520,-19.352,
NEEM,18530,-19.476,
NEEM,18540,-19.636,
NEEM,18550,-19.794,
NEEM,18560,-19.945,
NEEM,18570,-20.073,
NEEM,18580,-20.228,
NEEM,18590,-20.365,
NEEM,18600,-20.411,
NEEM,18610,-20.354,
NEEM,18620,-20.260,
NEEM,18630,-20.161,
NEEM,18640,-20.127,
NEEM,18650,-20.125,
NEEM,18660,-20.051,
NEEM,18670,-19.937,
NEEM,18680,-19.824,
NEEM,18690,-19.751,
NEEM,18700,-19.736,
NEEM,18710,-19.708,
NEEM,18720,-19.660,
NEEM,18730,-19.588,
NEEM,18740,-19.523,
NEEM,18750,-19.530,
NEEM,18760,-19.538,
NEEM,18770,-19.602,
NEEM,18780,-19.650,
NEEM,18790,-19.598,
NEEM,18800,-19.587,
NEEM,18810,-19.601,
NEEM,18820,-19.604,
NEEM,18830,-19.555,
NEEM,18840,-19.422,
NEEM,18850,-19.229,
NEEM,18860,-19.001,
NEEM,18870,-18.886,
NEEM,18880,-18.915,
NEEM,18890,-18.987,
NEEM,18900,-19.057,
NEEM,18910,-19.070,
NEEM,18920,-19.065,
NEEM,18930,-19.052,
NEEM,18940,-19.072,
NEEM,18950,-19.056,
NEEM,18960,-18.986,
NEEM,18970,-18.869,
NEEM,18980,-18.664,
NEEM,18990,-18.484,
NEEM,19000,-18.388,
NEEM,19010,-18.337,
NEEM,19020,-18.344,
NEEM,19030,-18.371,
NEEM,19040,-18.460,
NEEM,19050,-18.555,
NEEM,19060,-18.692,
NEEM,19070,-18.824,
NEEM,19080,-18.932,
NEEM,19090,-18.945,
NEEM,19100,-18.909,
NEEM,19110,-18.886,
NEEM,19120,-18.841,
NEEM,19130,-18.759,
NEEM,19140,-18.624,
NEEM,19150,-18.430,
NEEM,19160,-18.327,
NEEM,19170,-18.276,
NEEM,19180,-18.295,
NEEM,19190,-18.296,
NEEM,19200,-18.240,
NEEM,19210,-18.279,
NEEM,19220,-18.341,
NEEM,19230,-18.441,
NEEM,19240,-18.557,
NEEM,19250,-18.622,
NEEM,19260,-18.618,
NEEM,19270,-18.565,
NEEM,19280,-18.573,
NEEM,19290,-18.600,
NEEM,19300,-18.550,
NEEM,19310,-18.477,
NEEM,19320,-18.389,
NEEM,19330,-18.231,
NEEM,19340,-18.028,
NEEM,19350,-17.895,
NEEM,19360,-17.873,
NEEM,19370,-17.875,
NEEM,19380,-17.896,
NEEM,19390,-17.929,
NEEM,19400,-17.985,
NEEM,19410,-18.024,
NEEM,19420,-18.109,
NEEM,19430,-18.274,
NEEM,19440,-18.395,
NEEM,19450,-18.413,
NEEM,19460,-18.421,
NEEM,19470,-18.385,
NEEM,19480,-18.268,
NEEM,19490,-18.133,
NEEM,19500,-18.060,
NEEM,19510,-18.027,
NEEM,19520,-17.936,
NEEM,19530,-17.812,
NEEM,19540,-17.731,
NEEM,19550,-17.694,
NEEM,19560,-17.711,
NEEM,19570,-17.758,
NEEM,19580,-17.799,
NEEM,19590,-17.817,
NEEM,19600,-17.750,
NEEM,19610,-17.656,
NEEM,19620,-17.584,
NEEM,19630,-17.505,
NEEM,19640,-17.346,
NEEM,19650,-17.153,
NEEM,19660,-17.049,
NEEM,19670,-16.951,
NEEM,19680,-16.849,
NEEM,19690,-16.833,
NEEM,19700,-16.898,
NEEM,19710,-16.981,
NEEM,19720,-17.007,
NEEM,19730,-17.015,
NEEM,19740,-17.031,
NEEM,19750,-17.011,
NEEM,19760,-17.060,
NEEM,19770,-17.103,
NEEM,19780,-17.142,
NEEM,19790,-17.159,
NEEM,19800,-17.135,
NEEM,19810,-17.111,
NEEM,19820,-17.101,
NEEM,19830,-17.093,
NEEM,19840,-17.041,
NEEM,19850,-16.970,
NEEM,19860,-16.931,
NEEM,19870,-16.912,
NEEM,19880,-16.844,
NEEM,19890,-16.727,
NEEM,19900,-16.676,
NEEM,19910,-16.671,
NEEM,19920,-16.675,
NEEM,19930,-16.695,
NEEM,19940,-16.657,
NEEM,19950,-16.535,
NEEM,19960,-16.377,
NEEM,19970,-16.248,
NEEM,19980,-16.244,
NEEM,19990,-16.261,
NEEM,20000,-16.268,
