,time,alley00gisp2multiproxy1kyrfir
760,-445.0,-0.02607110969730886
761,-435.0,0.018516808117497768
762,-425.0,0.06258247325527369
763,-415.0,0.08829537195279177
764,-405.0,0.08023341531279682
765,-395.0,0.05566540836053624
766,-385.0,0.04718649134089109
767,-375.0,0.05137264045668381
768,-365.0,0.05420198470488716
769,-355.0,0.04178949016086263
770,-345.0,0.004067578226599682
771,-335.0,-0.01965446478331761
772,-325.0,-0.016403604748328502
773,-315.0,0.013574544763984807
774,-305.0,0.053982478898320176
775,-295.0,0.06437341920191703
776,-285.0,0.06209276589672067
777,-275.0,0.028821254225563364
778,-265.0,0.00691315358727242
779,-255.0,0.0198036541619959
780,-245.0,0.05529377880773538
781,-235.0,0.04479034350486905
782,-225.0,0.0439003804643502
